"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X1529",0.0614154409022434,-2.2397058987358,0.0458304460327336,0.072038479311808,100,"Simulation 3",1,100,0.508593,0.202783197287202,0.492,0.5013975,0.18969867,0.0326,0.9689,0.9363,0.208250269901559,-0.153412827195779,0.0202783197287202
"X1530",0.051074623205153,-2.58910022006159,0.0372981153161023,0.0645021680778325,100,"Simulation 3",1,100,0.503475,0.197546102725466,0.5245,0.503315,0.20029926,0.0677,0.9779,0.9102,-0.0649116784788191,-0.581477385731236,0.0197546102725466
"X1531",-0.0589753691115983,-2.08145801236563,0.0557752331914977,0.0803664357185749,100,"Simulation 3",1,100,0.456603,0.20139370179383,0.462,0.458025,0.17739309,0.007,0.9696,0.9626,0.0118879537403839,0.120161494433812,0.020139370179383
"X1532",-0.0407846743502047,-2.43433950989279,0.0362928756770974,0.0574396243250503,100,"Simulation 3",1,100,0.486364,0.211060631587373,0.4715,0.48343625,0.20867595,0.0242,0.931,0.9068,0.133787936900006,-0.592696777212613,0.0211060631587373
"X1533",0.0575038346068008,-2.36822481943867,0.0374154431767098,0.0595866567198311,100,"Simulation 3",1,100,0.498111,0.210510849018632,0.49735,0.49452375,0.23247168,0.0663,0.9709,0.9046,0.128370100875949,-0.691799603328061,0.0210510849018632
"X1534",0.0476978195482646,-2.02639728333192,0.057240816611655,0.0843209118691918,100,"Simulation 3",1,100,0.489819,0.197174643243962,0.4711,0.481815,0.19392408,4e-04,0.9543,0.9539,0.242702546161823,0.0970307440998233,0.0197174643243962
"X1535",-0.0323407218834706,-2.24336225806082,0.0598636977464713,0.0852842890639521,100,"Simulation 3",1,100,0.47102,0.210112738857745,0.47705,0.47186125,0.19251561,0.0076,0.9851,0.9775,-0.00485076797073986,-0.212011301897645,0.0210112738857745
"X1536",-0.0382949001877586,-2.64016364825821,0.0398080993325442,0.0740064006657979,100,"Simulation 3",1,100,0.495869,0.185389903452211,0.49965,0.5003725,0.19740819,0.019,0.9103,0.8913,-0.178454850228036,-0.490843152637272,0.0185389903452211
"X1537",0.0643485444990885,-2.4153149379553,0.0484100941289335,0.0839902387456628,100,"Simulation 3",1,100,0.522376,0.186885073591534,0.52435,0.52265125,0.18080307,0.0374,0.9836,0.9462,-0.034553217502593,-0.0154478486489467,0.0186885073591534
"X1538",-0.103060071453379,-2.4150632719736,0.0323954055706177,0.051105782715192,100,"Simulation 3",1,100,0.458804,0.21085083909597,0.45205,0.45811875,0.2424051,0.0558,0.9405,0.8847,0.0537471828376127,-0.727399392084778,0.021085083909597
"X1539",0.0236815225928303,-2.81508311924648,0.0272661234700503,0.0505486170427734,100,"Simulation 3",1,100,0.508371,0.19317175761064,0.50375,0.50548625,0.21519939,0.1153,0.9144,0.7991,0.0559680890066023,-0.864791744894615,0.019317175761064
"X1540",0.00572703646622316,-2.58245012880453,0.0321098146689105,0.058202141073371,100,"Simulation 3",1,100,0.497876,0.191991383497733,0.49805,0.49401,0.20000274,0.0626,0.9689,0.9063,0.129304761602225,-0.644353547732029,0.0191991383497733
"X1541",-0.0132884339729722,-3.1099300731767,0.0380287899654013,0.0853462091900015,100,"Simulation 3",1,100,0.500811,0.161893598862108,0.50335,0.50217125,0.18058068,0.0891,0.8856,0.7965,-0.0765209591096086,-0.336128919226941,0.0161893598862108
"X1542",-0.0428152825005885,-2.12899235520643,0.0425567212973796,0.06477178309811,100,"Simulation 3",1,100,0.474022,0.204308884087726,0.48445,0.47990375,0.22854279,0.0067,0.9128,0.9061,-0.251952587404809,-0.615901950193101,0.0204308884087726
"X1543",0.0978916139586196,-2.59073696993144,0.0289930251279434,0.0521640769086695,100,"Simulation 3",1,100,0.5159,0.192493374410444,0.4995,0.51148,0.18784542,0.1209,0.9404,0.8195,0.239124374244386,-0.612768792977792,0.0192493374410444
"X1544",-0.00939285648957626,-2.26335696949112,0.0540202773094166,0.0762258884873177,100,"Simulation 3",1,100,0.480407,0.215606943280844,0.4683,0.4737025,0.21356853,0.0046,0.9805,0.9759,0.281497077242989,-0.260856524810902,0.0215606943280844
"X1545",-0.0389982471664519,-2.67735096955961,0.0348520066118189,0.0610018898639157,100,"Simulation 3",1,100,0.503701,0.198847244297341,0.4826,0.50299875,0.20356098,0.0531,0.9034,0.8503,0.0597744312682278,-0.687396734738674,0.0198847244297341
"X1546",0.0618936473165967,-2.59942850250943,0.0439017897733057,0.0786773700198051,100,"Simulation 3",1,100,0.513258,0.18880814225509,0.5074,0.51405875,0.18880911,0.0627,0.9621,0.8994,-0.0309008384165796,-0.157549950981572,0.018880814225509
"X1547",-0.0181257388462776,-2.32468380007675,0.0342463336006538,0.0550093765417169,100,"Simulation 3",1,100,0.504166,0.209141667814335,0.5143,0.5083425,0.24566682,0.0451,0.9812,0.9361,-0.1544081513141,-0.743824795030073,0.0209141667814335
"X1548",0.0300033338986509,-2.60255475654739,0.0436713318504598,0.0752891996642513,100,"Simulation 3",1,100,0.511234,0.194185703173977,0.5212,0.5136725,0.20934312,0.0903,0.9899,0.8996,-0.0297785699858064,-0.561215970315901,0.0194185703173977
"X1549",-0.0714679626865339,-2.57159260614517,0.0350183390424903,0.0616502075286335,100,"Simulation 3",1,100,0.491674,0.194742340324726,0.4806,0.4936575,0.20919486,0.0181,0.9028,0.8847,-0.056184341697378,-0.633287335038855,0.0194742340324726
"X1550",-0.0353628289029411,-2.5766504506999,0.035818073364306,0.0615578034858191,100,"Simulation 3",1,100,0.483083,0.199653711855241,0.47385,0.47493125,0.19184844,0.0877,0.9553,0.8676,0.318624229522088,-0.441982385881415,0.0199653711855241
"X1551",-0.0538012687386408,-2.4502679128904,0.0480126163901381,0.0755347466300075,100,"Simulation 3",1,100,0.466832,0.201624175779061,0.4717,0.46847625,0.22150044,0.0042,0.9717,0.9675,-0.00717367261456467,-0.63325673292483,0.0201624175779061
"X1552",0.0562879999731589,-2.37233990577086,0.0506350606899912,0.0826918654449032,100,"Simulation 3",1,100,0.514636,0.191514811263603,0.50035,0.51062125,0.19970622,0.0336,0.9945,0.9609,0.166155599461265,-0.291819733926826,0.0191514811263603
"X1553",0.0978606412503538,-2.65559503888537,0.0468623267543476,0.0890695896016783,100,"Simulation 3",1,100,0.527467,0.176181902127811,0.53515,0.5331125,0.15952776,0.0212,0.8954,0.8742,-0.363035896413596,0.144917960045566,0.0176181902127811
"X1554",-0.0617196732550197,-2.05164523392745,0.0525966657651405,0.0710083031481617,100,"Simulation 3",1,100,0.493814,0.21627921021614,0.50155,0.49763375,0.18614043,4e-04,0.9386,0.9382,-0.171126695850753,-0.2738949304755,0.021627921021614
"X1555",0.0353680494963318,-2.3614495356734,0.0424070366730216,0.0653921764858029,100,"Simulation 3",1,100,0.506992,0.209568268416935,0.499,0.50476375,0.21601482,0.0626,0.99,0.9274,0.0948855129470019,-0.563036169831604,0.0209568268416935
"X1556",-0.0318561785257805,-2.35237347033014,0.0385409709456145,0.0629005183475561,100,"Simulation 3",1,100,0.468152,0.198230355481554,0.4548,0.46696375,0.19859427,0.015,0.9791,0.9641,0.0981030070221539,-0.360127934008739,0.0198230355481554
"X1557",0.0258773580099562,-2.78777572115265,0.0535347099486244,0.105427944753936,100,"Simulation 3",1,100,0.518944,0.169266014010462,0.51495,0.515635,0.17101791,0.0193,0.9482,0.9289,0.0598102964937081,0.142438541878853,0.0169266014010462
"X1558",0.00281048507884715,-2.27068118248154,0.0416550707572089,0.0681517502676438,100,"Simulation 3",1,100,0.517016,0.201792240252847,0.51555,0.5216225,0.19377582,0.0197,0.9338,0.9141,-0.148326191692441,-0.298395310614988,0.0201792240252847
"X1559",-0.00637362097446272,-2.25057871141941,0.0480472007119942,0.0702022446245293,100,"Simulation 3",1,100,0.499708,0.214154372093751,0.47715,0.49389875,0.22631889,0.024,0.9925,0.9685,0.18967818782834,-0.485833219383114,0.0214154372093751
"X1560",0.0283106782050226,-2.41005397659528,0.0576996360709454,0.0961054639441666,100,"Simulation 3",1,100,0.522919,0.185719628317591,0.5376,0.528475,0.20356098,0.005,0.9545,0.9495,-0.32535168269528,0.0948243351278988,0.0185719628317591
"X1561",-0.0218173147736797,-2.53302571389893,0.0461761631901642,0.0838620831209079,100,"Simulation 3",1,100,0.486673,0.180185556352838,0.477,0.48175375,0.17242638,0.0737,0.996,0.9223,0.237388579490414,-0.222131368017493,0.0180185556352838
"X1562",0.0312062831666562,-2.6151971011014,0.0378741319859133,0.0697307280708685,100,"Simulation 3",1,100,0.509408,0.185940253073753,0.5115,0.51329625,0.17479854,0.0301,0.9158,0.8857,-0.22300777143859,-0.294956566391178,0.0185940253073753
"X1563",-0.0778581606367755,-2.30826130293709,0.0571508189566594,0.0854049385133496,100,"Simulation 3",1,100,0.489383,0.204378067699461,0.5037,0.492675,0.20800878,0.0047,0.9927,0.988,-0.143213422551739,-0.496316857477235,0.0204378067699461
"X1564",0.0528964527428437,-2.51381998656221,0.0511457820595436,0.086323097202704,100,"Simulation 3",1,100,0.506117,0.191040073037205,0.52505,0.507245,0.2023749,0.0267,0.9961,0.9694,-0.0443069593659307,-0.450235263829951,0.0191040073037205
"X1565",-0.00749630704456147,-2.5577236387144,0.0428674653239399,0.0750244974107535,100,"Simulation 3",1,100,0.495956,0.192922769034972,0.52455,0.5011175,0.18710412,0.0637,0.9724,0.9087,-0.199137054282658,-0.34884687017369,0.0192922769034972
"X1566",-0.0531404838784481,-2.75874639703019,0.045459425053909,0.0856342300516113,100,"Simulation 3",1,100,0.497988,0.179604894806305,0.50815,0.5021675,0.18599217,0.0215,0.8525,0.831,-0.229282759235831,-0.307123094955962,0.0179604894806305
"X1567",-0.099135890284481,-2.67293517612945,0.0310183949386132,0.0586568884261797,100,"Simulation 3",1,100,0.476233,0.184056602544989,0.4668,0.48092625,0.18035829,0.0656,0.8691,0.8035,-0.162561421525986,-0.552324705453278,0.0184056602544989
"X1568",0.00157267464976945,-2.26226550067177,0.0480406234922586,0.073935477490277,100,"Simulation 3",1,100,0.501116,0.20425566407586,0.4973,0.49834125,0.23299059,0.0085,0.9937,0.9852,0.144919044883064,-0.486667971316211,0.020425566407586
"X1569",-0.00344619714722623,-2.22312974700171,0.053156265100665,0.0739752142788119,100,"Simulation 3",1,100,0.479935,0.217242547674718,0.491,0.479295,0.2120118,0.0024,0.9773,0.9749,-0.0168127352694368,-0.385640902994463,0.0217242547674718
"X1570",0.0200374180976513,-2.37763604853794,0.037909458180572,0.0645779742283194,100,"Simulation 3",1,100,0.513777,0.194978756602515,0.519,0.51539375,0.17479854,0.0247,0.9542,0.9295,-0.0888806223212671,-0.19948232122673,0.0194978756602515
"X1571",-0.144371453581729,-2.85362511527269,0.0347809278732261,0.0674030161437242,100,"Simulation 3",1,100,0.462255,0.176803776626216,0.48675,0.47105625,0.18821607,0.0832,0.7951,0.7119,-0.372839393886098,-0.636118614134424,0.0176803776626216
"X1572",-0.100993752325157,-2.34837264660706,0.0340891278543869,0.0559550435378904,100,"Simulation 3",1,100,0.456085,0.199838724558914,0.4522,0.45655875,0.24966984,0.0106,0.8824,0.8718,-0.0246585403648511,-0.854729766717262,0.0199838724558914
"X1573",-0.00175839991981792,-2.4689699917693,0.0439529286727413,0.0770219172612923,100,"Simulation 3",1,100,0.500217,0.191716199162231,0.47145,0.49397625,0.18932802,0.0581,0.9775,0.9194,0.276547063618611,-0.300451305245084,0.0191716199162231
"X1574",0.0850581738233587,-2.46295109354776,0.041211568562355,0.0685732607217847,100,"Simulation 3",1,100,0.527565,0.196151976420161,0.5335,0.5299225,0.20059578,0.1084,0.9809,0.8725,-0.0276775797886475,-0.364021461829729,0.0196151976420161
"X1575",-0.0498539197286444,-2.50950229849425,0.0339857319097316,0.0580922706902005,100,"Simulation 3",1,100,0.494386,0.200235533037743,0.48625,0.49218875,0.23884686,0.014,0.9034,0.8894,0.0200148711027191,-0.834866060874732,0.0200235533037743
"X1576",0.0525489566483401,-2.45437546341853,0.0467420533238769,0.0744421979850273,100,"Simulation 3",1,100,0.516853,0.203569416574903,0.5237,0.52061625,0.22617063,0.0148,0.9654,0.9506,-0.139645635904093,-0.424199517596856,0.0203569416574903
"X1577",-0.0278297000437506,-2.1080013834108,0.0557404444370203,0.0782303210342949,100,"Simulation 3",1,100,0.486162,0.210251173397799,0.4826,0.48494625,0.17857917,0.0041,0.9902,0.9861,0.0825863736927838,0.0306736247032742,0.0210251173397799
"X1578",0.029577860505512,-2.34961696402731,0.0479525627433284,0.0776504609266484,100,"Simulation 3",1,100,0.504857,0.200260361466635,0.4924,0.5023675,0.19533255,0.0849,0.992,0.9071,0.139599614635503,-0.280794445489725,0.0200260361466635
"X1579",-0.0365634072781075,-2.33577454558762,0.0373390751847571,0.058648313801523,100,"Simulation 3",1,100,0.474117,0.2086561034479,0.46185,0.46486375,0.18673347,0.0434,0.9469,0.9035,0.307312258458156,-0.238173998690878,0.02086561034479
"X1580",0.109518819424382,-2.0274338257013,0.0625567928494961,0.0804339851363084,100,"Simulation 3",1,100,0.519411,0.21347744275367,0.5304,0.51840375,0.20104056,0.0135,0.9994,0.9859,0.0130065357580948,-0.202707725235451,0.021347744275367
"X1581",-0.0279849722507224,-3.11085784171872,0.0246715130396576,0.049910472478257,100,"Simulation 3",1,100,0.511324,0.18120736105636,0.5196,0.51356875,0.2312856,0.1223,0.896,0.7737,-0.0839946415025545,-1.02262278655703,0.018120736105636
"X1582",-0.00937010156856397,-2.37778834075465,0.0440258158268983,0.0726988475173571,100,"Simulation 3",1,100,0.469651,0.196952072565583,0.45685,0.460695,0.2231313,0.0076,0.9485,0.9409,0.331932226201312,-0.368330518961141,0.0196952072565583
"X1583",-0.0309261010804594,-2.29072583691021,0.0516727734938756,0.0762295523805759,100,"Simulation 3",1,100,0.495623,0.214198356035435,0.5046,0.496825,0.19073649,0.0084,0.9496,0.9412,-0.0902608967528558,-0.46859397713209,0.0214198356035435
"X1584",0.0761563355376857,-2.23591281471923,0.0469577115431977,0.0743994711426255,100,"Simulation 3",1,100,0.51895,0.197474657369067,0.54025,0.5296525,0.2268378,6e-04,0.9302,0.9296,-0.422209686677402,-0.529514004425632,0.0197474657369067
"X1585",-0.196263107735152,-2.2594487575173,0.0632675609147811,0.0878993423969254,100,"Simulation 3",1,100,0.446039,0.205068994004506,0.4533,0.44459,0.19881666,0.0059,0.9911,0.9852,0.0994951171769042,-0.0817901775344128,0.0205068994004506
"X1586",0.0162038709025617,-2.25206459371899,0.0417810733956347,0.0684749177401309,100,"Simulation 3",1,100,0.513508,0.198170766927533,0.5085,0.51502,0.19036584,0.0089,0.9353,0.9264,-0.104377444199692,-0.346282843423404,0.0198170766927533
"X1587",0.0314075291246508,-2.71642034654958,0.026091388461495,0.0458024416466571,100,"Simulation 3",1,100,0.506196,0.200668232612434,0.49855,0.5064225,0.24448074,0.1001,0.9431,0.843,0.0304489180293036,-0.850935534356217,0.0200668232612434
"X1588",-0.0523321746710979,-2.27581309790809,0.0458350048264362,0.067194394215261,100,"Simulation 3",1,100,0.47373,0.213963650976968,0.4634,0.47378625,0.18799368,0.01,0.9711,0.9611,0.049621147973156,-0.386268394647806,0.0213963650976968
"X1589",0.0391966398686333,-2.43069183665297,0.0536940683979189,0.0770411479096934,100,"Simulation 3",1,100,0.494316,0.221847862930587,0.4939,0.4898125,0.24752007,0.0249,0.9629,0.938,0.139549297344197,-0.5741342407844,0.0221847862930587
"X1590",0.09792087485837,-2.61683722482694,0.0368912641313226,0.0699540813053463,100,"Simulation 3",1,100,0.524959,0.180037818190479,0.50005,0.5208775,0.1638273,0.0447,0.9606,0.9159,0.159163378046537,-0.343279465223082,0.0180037818190479
"X1591",0.136097290606427,-2.63510023151747,0.0567610403933268,0.104133808750121,100,"Simulation 3",1,100,0.557893,0.170337304261962,0.5677,0.55754875,0.16353078,0.0663,0.9915,0.9252,-0.118708713257988,0.138955172461557,0.0170337304261962
"X1592",0.017599207937976,-2.34425580848454,0.031880535940797,0.0488250444728631,100,"Simulation 3",1,100,0.497501,0.218425723452291,0.47885,0.49866125,0.2698332,0.0472,0.9785,0.9313,-0.00682722386660361,-0.823623566888815,0.0218425723452291
"X1593",0.0259134130725033,-2.3866120645976,0.0349066418291523,0.0561516237752654,100,"Simulation 3",1,100,0.493932,0.211353929729544,0.47775,0.48910875,0.25626741,0.036,0.9466,0.9106,0.121272419785807,-0.78358827989003,0.0211353929729544
"X1594",-0.0614725748805407,-2.19953843320049,0.061049408816981,0.0888491780723912,100,"Simulation 3",1,100,0.471587,0.202211627144745,0.47295,0.47083875,0.20474706,0.0276,0.9995,0.9719,0.0901905445282212,-0.222517432356245,0.0202211627144745
"X1595",-0.0643646105986137,-2.53438743023842,0.0451781110877355,0.0800620601916573,100,"Simulation 3",1,100,0.491914,0.190742274170032,0.46595,0.48475625,0.16775619,0.0293,0.9327,0.9034,0.281356046171521,-0.198206799103973,0.0190742274170032
"X1596",0.0518682897870743,-2.27181036136568,0.0440776210656007,0.0681812553202769,100,"Simulation 3",1,100,0.516431,0.208426743517072,0.51395,0.512955,0.20230077,0.032,0.9834,0.9514,0.0954408566917472,-0.392599568467538,0.0208426743517072
"X1597",-0.00163402089708305,-2.46408143828793,0.0576128896603114,0.0951924257626931,100,"Simulation 3",1,100,0.49009,0.19116387200409,0.4888,0.490055,0.19740819,0.0351,0.992,0.9569,0.0343240365582377,-0.0842471866617873,0.019116387200409
"X1598",0.0559153742830133,-2.49896643561913,0.0370008178394065,0.0620070067021506,100,"Simulation 3",1,100,0.513531,0.200803609617341,0.5288,0.51722625,0.21208593,0.0181,0.9402,0.9221,-0.210533309294484,-0.511478047402123,0.0200803609617341
"X1599",-0.0276323868962073,-2.63002564378569,0.0447494133679449,0.0841865763024769,100,"Simulation 3",1,100,0.484082,0.179004069915923,0.4926,0.4828325,0.17583636,0.0855,0.9817,0.8962,0.129961458915088,-0.0221307684165932,0.0179004069915923
"X1600",-0.161238230762948,-2.43888663355921,0.0375747456273255,0.0619216386350636,100,"Simulation 3",1,100,0.460512,0.199417623953938,0.4516,0.45416,0.20319033,0.0229,0.9538,0.9309,0.247358451999806,-0.367148001728484,0.0199417623953938
"X1601",-0.0720129417543042,-2.42951452265575,0.0449980223445861,0.0805584820009822,100,"Simulation 3",1,100,0.500071,0.182971974061382,0.49175,0.50241125,0.15834168,0.0043,0.8393,0.835,-0.145591620409618,-0.223570905498948,0.0182971974061382
"X1602",-0.0170161079540414,-2.22900277676683,0.0404206776635297,0.063202305024822,100,"Simulation 3",1,100,0.493169,0.205981741220336,0.5117,0.4977625,0.20044752,0.0061,0.9286,0.9225,-0.24718342608413,-0.560196264450794,0.0205981741220336
"X1603",0.0293842846374265,-2.38297536874384,0.0447697989263319,0.0738764777732781,100,"Simulation 3",1,100,0.508217,0.199048059804966,0.5205,0.50930125,0.19058823,0.02,0.9658,0.9458,-0.0786727309880603,-0.331272903003623,0.0199048059804966
"X1604",0.0361946801631195,-2.78549378978493,0.0521583812043082,0.101705763265547,100,"Simulation 3",1,100,0.506447,0.172436259899949,0.5044,0.50447625,0.1452948,0.0698,0.9791,0.9093,0.10695696884138,0.231744585393575,0.0172436259899949
"X1605",0.00883557524713183,-2.49908057767027,0.0441482156951384,0.0738491512708491,100,"Simulation 3",1,100,0.491517,0.199494330470565,0.47105,0.4883225,0.20778639,0.0229,0.9744,0.9515,0.15003456842698,-0.529323074170837,0.0199494330470565
"X1606",-0.0797430108304894,-2.74096617774926,0.0370473608938289,0.0664631591529944,100,"Simulation 3",1,100,0.483228,0.193039987525482,0.497,0.4849275,0.21156702,0.0496,0.886,0.8364,-0.0717658474195838,-0.570040102948454,0.0193039987525482
"X1607",0.0543494236942548,-2.55913775170957,0.0431045686921822,0.0771878295510054,100,"Simulation 3",1,100,0.513958,0.187312006863286,0.50865,0.507255,0.17301942,0.1081,0.9797,0.8716,0.301643244451384,-0.31711091178007,0.0187312006863285
"X1608",0.0501910938863201,-2.43829219627034,0.0405897928049853,0.0689645545430795,100,"Simulation 3",1,100,0.535371,0.194513008209287,0.52645,0.53859,0.18539913,0.0587,0.9891,0.9304,-0.0998554243426179,-0.516690054236928,0.0194513008209287
"X1609",0.0461453101634571,-2.54244474153102,0.0567428023411401,0.0982606915625751,100,"Simulation 3",1,100,0.500671,0.184338923853522,0.5039,0.5015075,0.18354588,0.0314,0.9949,0.9635,-0.0529711647909116,-0.00754311741714453,0.0184338923853522
"X1610",0.0737006868980578,-2.33357466895584,0.0327146744883993,0.0539585928154975,100,"Simulation 3",1,100,0.520864,0.201475583662441,0.5159,0.51593375,0.20519184,0.0841,0.9866,0.9025,0.132784732237047,-0.591882013416417,0.0201475583662441
"X1611",0.0330367238206161,-2.42767466849969,0.0500498979309222,0.0852355820961995,100,"Simulation 3",1,100,0.487926,0.190588660997999,0.48565,0.48326625,0.18406479,0.0393,0.9936,0.9543,0.208100984994202,-0.18640085367708,0.0190588660997999
"X1612",-0.0138524463221208,-2.74433853362399,0.0400887490985495,0.0783373208273004,100,"Simulation 3",1,100,0.489343,0.177025723323425,0.5008,0.48569875,0.16983183,0.0715,0.9482,0.8767,0.142348206505296,-0.170797164482864,0.0177025723323425
"X1613",-0.0650556159131138,-2.68298606780503,0.0327446482118462,0.0583229328120345,100,"Simulation 3",1,100,0.496196,0.195803771550845,0.4934,0.49655625,0.21164115,0.0844,0.8811,0.7967,-0.0457971116884994,-0.559196756567392,0.0195803771550845
"X1614",-0.0439435890280824,-2.50115418311767,0.0416796958700395,0.0657922763884675,100,"Simulation 3",1,100,0.490019,0.212022396708604,0.5075,0.489975,0.19592559,0.0559,0.9544,0.8985,-0.00739940409768755,-0.536874600820179,0.0212022396708604
"X1615",0.122447618724791,-2.74524973026104,0.0357514677652256,0.0619767793279866,100,"Simulation 3",1,100,0.531737,0.195743229899568,0.51505,0.5299825,0.20222664,0.1264,0.9616,0.8352,0.123335916734262,-0.646313614947062,0.0195743229899568
"X1616",-0.057034162492634,-2.57020724055231,0.0303191799541522,0.0531111833880626,100,"Simulation 3",1,100,0.493086,0.198719952188953,0.49865,0.4977975,0.22542933,0.0511,0.9048,0.8537,-0.153529014934304,-0.702643097360786,0.0198719952188953
"X1617",0.0430084663819422,-2.77574507772079,0.0307611801416359,0.0581799706655356,100,"Simulation 3",1,100,0.535715,0.18472059401576,0.51165,0.53430875,0.2090466,0.1105,0.9245,0.814,0.087463851465333,-0.819570321102159,0.018472059401576
"X1618",-0.0114514653129674,-2.57260410562506,0.0430403859423635,0.0765415065734823,100,"Simulation 3",1,100,0.486215,0.188202166377789,0.4706,0.4822725,0.20897247,0.1216,0.9867,0.8651,0.247134549653542,-0.389776834593806,0.0188202166377789
"X1619",0.112657503845672,-2.68529709726072,0.0431657254769863,0.0793884407279968,100,"Simulation 3",1,100,0.527175,0.183368302105821,0.52455,0.52597875,0.19436886,0.0759,0.9697,0.8938,0.00293305262591572,-0.223366058810322,0.0183368302105821
"X1620",-0.0129180802333831,-2.54770568479618,0.036393034698412,0.0639673794044598,100,"Simulation 3",1,100,0.484831,0.19478736020584,0.47195,0.48197625,0.23862447,0.036,0.9638,0.9278,0.127165005329985,-0.592277337368286,0.019478736020584
"X1621",0.100938708206556,-2.6048948529822,0.0303979435488262,0.0533352088414296,100,"Simulation 3",1,100,0.517616,0.194537516165802,0.50335,0.51088625,0.20882421,0.0983,0.9812,0.8829,0.220550673871973,-0.701758736592835,0.0194537516165802
"X1622",-0.0257762216303601,-2.34347558086027,0.0601751188219938,0.0913984375686163,100,"Simulation 3",1,100,0.491446,0.200213300106147,0.5264,0.5001075,0.17813439,0.0022,0.9743,0.9721,-0.323890749749508,-0.0802766241892092,0.0200213300106147
"X1623",-0.0917103610096801,-2.71323644595723,0.0395542017855399,0.0636167581530859,100,"Simulation 3",1,100,0.455377,0.204955740901012,0.4419,0.45665625,0.22720845,0.0253,0.8636,0.8383,0.0070769795512572,-0.870327928265575,0.0204955740901012
"X1624",0.0725646248775409,-2.57914153842163,0.0285671806619644,0.0533400860098541,100,"Simulation 3",1,100,0.529063,0.186677952394226,0.5475,0.52725,0.2023749,0.1061,0.9376,0.8315,0.0224703229830814,-0.711420733806478,0.0186677952394226
"X1625",0.0522957132483148,-2.36961019484974,0.0291866516563657,0.0486749150461676,100,"Simulation 3",1,100,0.510976,0.2060712474222,0.54415,0.51395375,0.19540668,0.0607,0.9453,0.8846,-0.141110283553724,-0.693520991138843,0.02060712474222
"X1626",-0.0302834043172966,-2.37793775668376,0.042731032622685,0.0754998468804955,100,"Simulation 3",1,100,0.492019,0.18921763947872,0.466,0.48632375,0.17672592,0.0412,0.982,0.9408,0.318561910949348,-0.29222745743733,0.018921763947872
"X1627",-0.0861380361612394,-2.69415088244325,0.0406597925023332,0.0769913312301614,100,"Simulation 3",1,100,0.486499,0.182076327925706,0.47255,0.4848425,0.17368659,0.0327,0.8906,0.8579,0.0608240584318935,-0.282189950605984,0.0182076327925706
"X1628",0.142840082258617,-3.14948692253231,0.043260411865295,0.0927276303260691,100,"Simulation 3",1,100,0.519821,0.165709455052931,0.52995,0.51774625,0.16353078,0.1086,0.9314,0.8228,0.0801152413367119,-0.356188904315183,0.0165709455052931
"X1629",0.095267483447429,-2.85185740164276,0.0260517141023699,0.0516044330251669,100,"Simulation 3",1,100,0.538987,0.178365685343568,0.5501,0.5432725,0.20919486,0.093,0.9061,0.8131,-0.191934460695989,-0.70252656654861,0.0178365685343568
"X1630",0.12620249751461,-2.19677320656811,0.0466903979599125,0.0730344289384399,100,"Simulation 3",1,100,0.527221,0.200550298633082,0.50955,0.51580125,0.20808291,0.1407,0.988,0.8473,0.380946231876641,-0.49683512899305,0.0200550298633082
"X1631",-0.00496716819059875,-2.54116692890458,0.0393863613757288,0.070789774555178,100,"Simulation 3",1,100,0.490535,0.1906386673524,0.5008,0.48659875,0.22239,0.0601,0.9682,0.9081,0.0957305177642485,-0.453737478738614,0.01906386673524
"X1632",-0.0673841060327885,-2.5526906281237,0.039921558468365,0.072643396910595,100,"Simulation 3",1,100,0.483908,0.185137766165108,0.49205,0.48457375,0.15055803,0.0316,0.9007,0.8691,-0.0688332050975892,-0.0956415158356334,0.0185137766165108
"X1633",0.00779472191177588,-2.43601898190813,0.0516071102763993,0.0873249620013308,100,"Simulation 3",1,100,0.501251,0.187808424577877,0.5223,0.50364,0.20178186,0.047,0.9987,0.9517,-0.0641036932061517,-0.457347175355067,0.0187808424577877
"X1634",-0.00398038007714896,-2.53332090458181,0.0331731556611948,0.0630460656194962,100,"Simulation 3",1,100,0.513964,0.180073829707302,0.5218,0.510905,0.19748232,0.0709,0.9798,0.9089,0.119275003652822,-0.395854322793907,0.0180073829707302
"X1635",0.0756908387950668,-2.30483786113155,0.050099427073862,0.0737454327396632,100,"Simulation 3",1,100,0.516646,0.21308742807599,0.51935,0.5140625,0.20941725,0.0361,0.9896,0.9535,0.0823496035862728,-0.457898683970418,0.021308742807599
"X1636",0.0840397209686373,-2.60839134340456,0.0359024695801283,0.0641272324869278,100,"Simulation 3",1,100,0.529012,0.190719622482848,0.53665,0.5284825,0.19896492,0.083,0.968,0.885,-0.017900423438722,-0.534533014294201,0.0190719622482848
"X1637",0.018507486609926,-2.67268546442391,0.0284626764925498,0.0555598786504074,100,"Simulation 3",1,100,0.506315,0.181193695329812,0.4885,0.50061625,0.19800123,0.1256,0.943,0.8174,0.303422729800702,-0.628166673224388,0.0181193695329812
