"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X1",-0.0138631275307622,-1.55797847828377,0.0379713616484563,0.0516072006569703,100,"Simulation 2",1,100,0.526565,0.250680172256655,0.5343,0.53029875,0.35856681,0.076,0.9412,0.8652,-0.118808102877103,-1.30298131249399,0.0250680172256655
"X11",0.00749040104905205,-1.53898739668434,0.0231178633039372,0.0299420718964256,100,"Simulation 2",1,100,0.496782,0.261406581950166,0.48665,0.49576625,0.35263641,0.07,0.9311,0.8611,0.0939057526040971,-1.36832120021868,0.0261406581950166
"X12",0.0361365059891212,-1.53122472266391,0.0281272609716435,0.0385930624796794,100,"Simulation 2",1,100,0.460234,0.243824679197694,0.46825,0.45024,0.31942617,0.0635,0.9355,0.872,0.206969051325949,-1.14372382262005,0.0243824679197694
"X13",0.0250942786580414,-1.58976692289159,0.0240776870674702,0.0392040709989991,100,"Simulation 2",1,100,0.532592,0.214136868663974,0.53805,0.53383125,0.27050037,0.0991,0.909,0.8099,-0.0564005189503191,-1.10242818765437,0.0214136868663974
"X14",0.0197395309573374,-1.53134606058839,0.0232721459612904,0.0315574833523753,100,"Simulation 2",1,100,0.511279,0.251644025991422,0.5122,0.514355,0.33343674,0.0793,0.9036,0.8243,-0.0353542353144458,-1.28701513614708,0.0251644025991422
"X15",-0.014026304883315,-1.50944064176427,0.0358240154057392,0.0482731719923453,100,"Simulation 2",1,100,0.462662,0.247949714998176,0.43055,0.4580325,0.31935204,0.0691,0.9026,0.8335,0.145626314787787,-1.1866773229814,0.0247949714998176
"X16",0.0469411893938693,-1.51227514897938,0.0293295724006308,0.0378895403151267,100,"Simulation 2",1,100,0.476729,0.263111387594338,0.43525,0.47084375,0.35293293,0.0685,0.9238,0.8553,0.164782368385109,-1.41331193216935,0.0263111387594338
"X17",-0.0231547784707386,-1.61678370135611,0.0266834584338286,0.037610272020339,100,"Simulation 2",1,100,0.496835,0.246878711223863,0.5299,0.4947775,0.32661678,0.1069,0.9249,0.818,0.0282740282012426,-1.37268955975635,0.0246878711223863
"X18",0.0157681582315833,-1.61724733556748,0.0240796532778446,0.0338704746475411,100,"Simulation 2",1,100,0.470615,0.24532982885137,0.4391,0.46587375,0.30207975,0.0679,0.9167,0.8488,0.167427942421008,-1.33935865453489,0.024532982885137
"X19",-0.003360996752825,-1.51079085173167,0.0215618235850656,0.0277336749952482,100,"Simulation 2",1,100,0.493131,0.261854982495227,0.4992,0.49579,0.35589813,0.0626,0.9476,0.885,-0.0155767875783641,-1.37963621178828,0.0261854982495227
"X110",0.0208425148393094,-1.51391855020959,0.0259960441848402,0.0343243226230808,100,"Simulation 2",1,100,0.469247,0.25516900616666,0.4498,0.46499875,0.32869242,0.0669,0.8982,0.8313,0.134584688825822,-1.26818002171517,0.025516900616666
"X111",-0.0145298987546516,-1.47963432943747,0.0229534648010081,0.0298385058799047,100,"Simulation 2",1,100,0.514342,0.259812912556927,0.52565,0.517015,0.32609787,0.0936,0.9382,0.8446,-0.121077966197255,-1.30553787831099,0.0259812912556927
"X112",0.0273306538233877,-1.46510457163573,0.0219281550748162,0.0291770039045039,100,"Simulation 2",1,100,0.529882,0.25328472874246,0.54495,0.53374875,0.33306609,0.0809,0.9261,0.8452,-0.0891981297782167,-1.28565274791021,0.025328472874246
"X113",0.0114563958973201,-1.49306608452281,0.0206170497902384,0.0285781619097319,100,"Simulation 2",1,100,0.523992,0.241295622233581,0.50935,0.52679375,0.26723865,0.0851,0.9471,0.862,-0.01378220518525,-1.04108554766164,0.0241295622233581
"X114",-0.00790314406829498,-1.49087651393977,0.0198630813206296,0.0269340977639235,100,"Simulation 2",1,100,0.493402,0.249241529841998,0.51085,0.49491375,0.30652755,0.0759,0.915,0.8391,-0.0879339270967681,-1.20749168346861,0.0249241529841998
"X115",0.0335251814916609,-1.49867734245427,0.0247908538456434,0.0360160230645331,100,"Simulation 2",1,100,0.499428,0.235955893019236,0.50555,0.49792625,0.27924771,0.07,0.9192,0.8492,0.0840261209082227,-1.11246563047192,0.0235955893019236
"X116",0.0188700280361054,-1.49736543366503,0.0241176874648859,0.0325652978331971,100,"Simulation 2",1,100,0.499885,0.250545204040462,0.50835,0.49692875,0.33425217,0.0822,0.93,0.8478,0.0181721230840741,-1.23610153660332,0.0250545204040462
"X117",0.044965382770839,-1.49270047070966,0.0215649827240545,0.0297940863663848,100,"Simulation 2",1,100,0.451756,0.243587379762988,0.46615,0.4417975,0.32639439,0.0813,0.9285,0.8472,0.218429277011505,-1.19643312398415,0.0243587379762988
"X118",-0.00237381270986829,-1.53769498537773,0.0208690714178758,0.0287905073532301,100,"Simulation 2",1,100,0.46775,0.249314863397895,0.42535,0.46024875,0.31853661,0.0949,0.9372,0.8423,0.245170011553465,-1.33719841122536,0.0249314863397895
"X119",0.0493603938249371,-1.45793560540281,0.0220347363688497,0.0294601617517486,100,"Simulation 2",1,100,0.441225,0.246957331764257,0.40375,0.42638,0.28354725,0.0645,0.9409,0.8764,0.408430008854032,-1.03427557028823,0.0246957331764257
"X120",-0.033156122721951,-1.56887555485338,0.0200778782304732,0.0284012027233072,100,"Simulation 2",1,100,0.499732,0.243099977304928,0.5493,0.502065,0.30215388,0.0748,0.9196,0.8448,-0.11462414552225,-1.2507631205576,0.0243099977304928
"X121",-0.0470701105366319,-1.53134302641485,0.0289792264619459,0.0375700081144652,100,"Simulation 2",1,100,0.453592,0.259400246364843,0.42275,0.4468275,0.36931566,0.0796,0.8914,0.8118,0.197338926615659,-1.35769471771128,0.0259400246364843
"X122",-0.0452024768758429,-1.5502504807375,0.0220425800370081,0.0298517625949105,100,"Simulation 2",1,100,0.477261,0.251130642042598,0.4797,0.47494375,0.33099045,0.0775,0.9179,0.8404,0.0176211174930373,-1.31479552232238,0.0251130642042598
"X123",-0.0149296320085238,-1.50287285162379,0.0261410786164111,0.0338044535168862,100,"Simulation 2",1,100,0.499547,0.265456267567577,0.4492,0.4971125,0.37331868,0.0868,0.9335,0.8467,0.0985545629795932,-1.49310039101838,0.0265456267567577
"X124",-0.00706183498315308,-1.53021853933063,0.027186896007803,0.0383231894996755,100,"Simulation 2",1,100,0.481868,0.242558384465983,0.4894,0.476645,0.32935959,0.0817,0.9402,0.8585,0.0663461431997841,-1.24080869350105,0.0242558384465983
"X125",-0.00910130843968685,-1.50279127900477,0.0249615999944961,0.0337510644600347,100,"Simulation 2",1,100,0.506322,0.250843774303989,0.50725,0.50579625,0.31609032,0.0591,0.9398,0.8807,-0.0117024498044888,-1.27057998602136,0.0250843774303989
"X126",0.0231728197434017,-1.48489667434686,0.0170131630403569,0.0205429955487549,100,"Simulation 2",1,100,0.469989,0.277596426378986,0.451,0.4617575,0.39570594,0.0799,0.9257,0.8458,0.14745610716199,-1.4806345940596,0.0277596426378986
"X127",0.00376372916310527,-1.52292337779696,0.0241311498379706,0.0323518246903581,100,"Simulation 2",1,100,0.522022,0.253243125717624,0.5384,0.52617625,0.33276957,0.0746,0.9327,0.8581,-0.147723569333815,-1.30598948536041,0.0253243125717624
"X128",0.0149574469867183,-1.48103451054127,0.0181574249036225,0.0257227787945869,100,"Simulation 2",1,100,0.479207,0.24159701326629,0.46145,0.4748825,0.31015992,0.085,0.921,0.836,0.150522391373688,-1.19096427214638,0.024159701326629
"X129",0.00335066141074738,-1.48543131949525,0.0283218381677209,0.0397473866568025,100,"Simulation 2",1,100,0.450462,0.238055695367638,0.45025,0.44274125,0.28414029,0.0632,0.9155,0.8523,0.170225722936587,-1.11049298515855,0.0238055695367638
"X130",-0.0335754321807098,-1.50883901367337,0.0312064346688172,0.0425960217288419,100,"Simulation 2",1,100,0.531241,0.245839014457211,0.5275,0.53617625,0.30949275,0.0668,0.9433,0.8765,-0.119088568942458,-1.14858273294469,0.0245839014457211
"X131",0.00308618177696092,-1.49171541969281,0.0178232358906338,0.0249350534609764,100,"Simulation 2",1,100,0.533283,0.242991019518555,0.53815,0.538585,0.31119774,0.0932,0.9435,0.8503,-0.103804962067796,-1.22185428908147,0.0242991019518555
"X132",-0.0367718843297768,-1.50588785449001,0.0259526516699954,0.0366724910562444,100,"Simulation 2",1,100,0.484055,0.242763881782237,0.48225,0.48217125,0.28124922,0.0721,0.9115,0.8394,0.0807042954380229,-1.22937935313875,0.0242763881782237
"X133",-0.0236670086020141,-1.52222748750574,0.0308412158817029,0.0370288620342135,100,"Simulation 2",1,100,0.498448,0.280922218099997,0.4903,0.4968575,0.40037613,0.0698,0.9419,0.8721,0.026691706082501,-1.54544707758965,0.0280922218099997
"X134",-0.0239147321687825,-1.5705645264378,0.0311081160833667,0.0429698220827109,100,"Simulation 2",1,100,0.510458,0.248281068398806,0.5439,0.5148275,0.30897384,0.0763,0.926,0.8497,-0.158217595274088,-1.30282580627508,0.0248281068398806
"X135",0.0150973678047972,-1.48880319478623,0.0186939544804015,0.0250778144046105,100,"Simulation 2",1,100,0.476963,0.25040744884159,0.44695,0.4714125,0.28332486,0.082,0.9443,0.8623,0.226043195237782,-1.14866770418813,0.025040744884159
"X136",-0.00646431595106241,-1.50944584380145,0.0211599904529027,0.0296152202536761,100,"Simulation 2",1,100,0.480092,0.244270618550141,0.44385,0.47681875,0.30726885,0.0845,0.9192,0.8347,0.107801132300837,-1.23575494913315,0.0244270618550141
"X137",-0.0140649105595783,-1.51005753843859,0.0241642077603477,0.0313419215849656,100,"Simulation 2",1,100,0.450723,0.2534616600238,0.43175,0.44070875,0.3224655,0.0511,0.9278,0.8767,0.21804691729783,-1.17215394135474,0.02534616600238
"X138",0.0465270810133094,-1.51577177308919,0.0227963376651386,0.0322963618058098,100,"Simulation 2",1,100,0.48584,0.241414575727601,0.4714,0.48405125,0.29689065,0.0832,0.9395,0.8563,0.0354865781700053,-1.22517755734216,0.0241414575727601
"X139",0.0337173903014386,-1.49951167660682,0.0239545078025606,0.0332692118342904,100,"Simulation 2",1,100,0.49589,0.246879660088993,0.507,0.49584125,0.32165007,0.0588,0.9087,0.8499,0.00778903565072558,-1.28415485138651,0.0246879660088993
"X140",0.00186396061567407,-1.54048519717231,0.0221937779541874,0.0316887163139428,100,"Simulation 2",1,100,0.511419,0.241181858831242,0.497,0.5136925,0.31957443,0.0542,0.906,0.8518,0.00930292888471139,-1.23220237922867,0.0241181858831242
"X141",0.0195900352377307,-1.49306179858391,0.0297257943969341,0.0429287495745643,100,"Simulation 2",1,100,0.495162,0.237418363121884,0.4963,0.48866625,0.31164252,0.0688,0.9252,0.8564,0.169758436859418,-1.15363299406548,0.0237418363121884
"X142",0.00765277084057601,-1.49723561542852,0.0234908380153982,0.0333225047046253,100,"Simulation 2",1,100,0.515344,0.238933264559649,0.52765,0.5173375,0.28176813,0.0666,0.9321,0.8655,-0.0354762016124235,-1.09966143494009,0.0238933264559649
"X143",-0.0131644830696394,-1.52035446179889,0.0181696101458019,0.0235409034834628,100,"Simulation 2",1,100,0.511007,0.264960125170379,0.5176,0.5148,0.37628388,0.0807,0.9445,0.8638,-0.0817496109849904,-1.49476530930514,0.0264960125170379
"X144",-0.0276432486986211,-1.60701065591056,0.0241909470771167,0.0337798086584407,100,"Simulation 2",1,100,0.500264,0.249768883683628,0.4925,0.505035,0.36294048,0.0775,0.9183,0.8408,-0.0784820211030175,-1.43674578063478,0.0249768883683628
"X145",0.0197209779356712,-1.56378192885051,0.0189963519966053,0.0278559119829944,100,"Simulation 2",1,100,0.515428,0.236180002010109,0.52215,0.5181325,0.29110851,0.0742,0.9173,0.8431,-0.0799426428074159,-1.22644128163243,0.0236180002010109
"X146",0.00271412465108658,-1.48437769925306,0.0171390375809291,0.0222852690703698,100,"Simulation 2",1,100,0.485254,0.261029154461313,0.46485,0.483835,0.3180177,0.0734,0.9135,0.8401,0.0816517754086724,-1.38676746528512,0.0261029154461313
"X147",0.0271842089388955,-1.52689014868963,0.0249424836528259,0.0336421975605312,100,"Simulation 2",1,100,0.47037,0.251534547901235,0.4169,0.461115,0.27761685,0.0707,0.9376,0.8669,0.34208213933209,-1.20777520785491,0.0251534547901235
"X148",0.00886927245124483,-1.51971843598907,0.023303541512711,0.0310097248174639,100,"Simulation 2",1,100,0.494085,0.255583495371005,0.50705,0.492045,0.32809938,0.0847,0.9285,0.8438,0.00313516227013965,-1.31588447717807,0.0255583495371005
"X149",-0.000918083609913434,-1.55253298019605,0.0215652099767165,0.0301345505873091,100,"Simulation 2",1,100,0.479339,0.245755925520185,0.46955,0.4714075,0.32276202,0.0799,0.9415,0.8616,0.22040133885125,-1.25550603948392,0.0245755925520185
"X150",-0.00185865897725968,-1.46050036312785,0.018257464449201,0.0226241620508835,100,"Simulation 2",1,100,0.535065,0.267228411880477,0.51275,0.54055875,0.36153201,0.0754,0.9433,0.8679,-0.0486322604860547,-1.38537607052632,0.0267228411880477
"X151",-0.0614539277169147,-1.51052746359675,0.0230988622756809,0.0292791482890701,100,"Simulation 2",1,100,0.493702,0.271158172923912,0.46795,0.49590875,0.39207357,0.0881,0.8999,0.8118,-0.0428891887948237,-1.55662594774298,0.0271158172923912
"X152",0.0237534908949725,-1.53783905551336,0.0204458983135616,0.0277051645174757,100,"Simulation 2",1,100,0.537218,0.249193625735232,0.5216,0.54203875,0.32817351,0.092,0.9326,0.8406,-0.0578914819189146,-1.30986170522899,0.0249193625735232
"X153",-0.00186802654875745,-1.54718648358734,0.023188376147736,0.0323992500991343,100,"Simulation 2",1,100,0.503323,0.244882283760994,0.49205,0.501465,0.32795112,0.0732,0.922,0.8488,0.0493563415494979,-1.236327945859,0.0244882283760994
"X154",0.0123575005984745,-1.56507348045717,0.0319408037004168,0.0465675748446719,100,"Simulation 2",1,100,0.502948,0.235769641674567,0.5088,0.49907125,0.27524469,0.0989,0.9319,0.833,0.074779167659256,-1.13683382570275,0.0235769641674567
"X155",-0.0415641516125927,-1.49864253107407,0.0276145619896042,0.037984470033729,100,"Simulation 2",1,100,0.515627,0.244324446841167,0.53805,0.51733625,0.31334751,0.0716,0.9325,0.8609,-0.04759976084227,-1.09841087550751,0.0244324446841167
"X156",-0.022637571404347,-1.46691932765949,0.0286607163804759,0.0357090818183635,100,"Simulation 2",1,100,0.528267,0.264790917348199,0.5357,0.53083375,0.35196924,0.0657,0.9512,0.8855,-0.0669547780048449,-1.29317258989199,0.0264790917348199
"X157",-0.0486368120371496,-1.55367383466888,0.0218097268697538,0.0297969935378862,100,"Simulation 2",1,100,0.513627,0.251856201498659,0.5535,0.51803625,0.34514928,0.0662,0.9012,0.835,-0.119343779920917,-1.35488673424686,0.0251856201498659
"X158",-0.0109044836617858,-1.44200566037263,0.0151830165795377,0.0191403571272826,100,"Simulation 2",1,100,0.518642,0.263163895308493,0.51025,0.51977125,0.33988605,0.0707,0.9385,0.8678,-0.0100101683155013,-1.26998475540032,0.0263163895308493
"X159",-0.0118281419383602,-1.50737080167294,0.0161105027252712,0.0224233889385508,100,"Simulation 2",1,100,0.508496,0.245210677474442,0.4903,0.512655,0.32446701,0.0745,0.8983,0.8238,0.0213536679667335,-1.19702615762293,0.0245210677474442
"X160",-0.00244427013216393,-1.52337509967432,0.0211525383862883,0.0279159260477619,100,"Simulation 2",1,100,0.51338,0.256874996522402,0.52005,0.51786875,0.34292538,0.0734,0.923,0.8496,-0.0891187368519218,-1.30425076706265,0.0256874996522402
"X161",0.000252190126180374,-1.49628133062795,0.0167016509262896,0.0217217158312044,100,"Simulation 2",1,100,0.505996,0.258041922018869,0.5129,0.506945,0.34403733,0.0764,0.9438,0.8674,-0.0131806419844311,-1.25571270629823,0.0258041922018869
"X162",0.0322348861061977,-1.48455954764819,0.0405210947902096,0.0558725107778995,100,"Simulation 2",1,100,0.52197,0.24625199563361,0.5633,0.53031375,0.29785434,0.0632,0.8938,0.8306,-0.203458223780676,-1.16620989100983,0.024625199563361
"X163",-0.0227122673172322,-1.50858230186526,0.0297197685682484,0.0363596689879348,100,"Simulation 2",1,100,0.487653,0.276132296449409,0.49325,0.4849225,0.40267416,0.0839,0.9443,0.8604,0.0387060452433119,-1.49840786448615,0.0276132296449409
"X164",0.0192561655779914,-1.48772143016513,0.0266396030039881,0.0372821338524313,100,"Simulation 2",1,100,0.536724,0.238495297423092,0.55735,0.54207,0.27917358,0.0786,0.9287,0.8501,-0.139723467210539,-1.05637223024454,0.0238495297423092
"X165",-0.0549994477949114,-1.58330226668819,0.0358585693162669,0.0501984338848965,100,"Simulation 2",1,100,0.471836,0.243976977105578,0.46005,0.46729875,0.31979682,0.0664,0.9088,0.8424,0.1516810274654,-1.24563481579087,0.0243976977105578
"X166",-0.0270778063126939,-1.54148973774645,0.0207587522190023,0.0266078597659435,100,"Simulation 2",1,100,0.461011,0.260583752563355,0.49645,0.45518875,0.35233989,0.0603,0.9183,0.858,0.0726855930762715,-1.36328871036343,0.0260583752563355
"X167",-0.0103269506473827,-1.49445615756115,0.0247796935064387,0.0380383177021684,100,"Simulation 2",1,100,0.497696,0.224808598239534,0.48185,0.49584125,0.2579724,0.0855,0.9214,0.8359,0.0923263527524299,-1.00854449318499,0.0224808598239534
"X168",0.0037963850199364,-1.43923930275881,0.0188545202426388,0.0250972513728373,100,"Simulation 2",1,100,0.477824,0.252921365238169,0.46635,0.47094875,0.32713569,0.0642,0.9378,0.8736,0.173330673667468,-1.22034436363336,0.0252921365238169
"X169",-0.00998242847143846,-1.51785139026564,0.0253662200654079,0.0340826929502887,100,"Simulation 2",1,100,0.452689,0.246042754310069,0.42355,0.440465,0.30415539,0.0795,0.9326,0.8531,0.335086341748092,-1.00260766180679,0.0246042754310069
"X170",-0.0103892065364795,-1.5100775732535,0.0213097297249501,0.0299372329605178,100,"Simulation 2",1,100,0.551089,0.239774873745766,0.53815,0.55949375,0.32958198,0.1078,0.9216,0.8138,-0.16019239569387,-1.22532184700826,0.0239774873745766
"X171",-0.00564900873019726,-1.52583225197369,0.0220712205917069,0.0300261654716522,100,"Simulation 2",1,100,0.4825,0.254970776301279,0.43445,0.4772,0.32580135,0.0818,0.9133,0.8315,0.176556240442715,-1.43140318648853,0.0254970776301279
"X172",0.02269330866883,-1.55107596933161,0.0293912160676924,0.0384998725035245,100,"Simulation 2",1,100,0.450508,0.255826080315704,0.39115,0.43668,0.30104193,0.0763,0.9158,0.8395,0.409514319461076,-1.17292246470213,0.0255826080315704
"X173",0.00488699697519115,-1.52824032739307,0.0216857424906418,0.0281119294293345,100,"Simulation 2",1,100,0.45607,0.258138425593085,0.4327,0.44936625,0.31171665,0.0688,0.9066,0.8378,0.181037313579727,-1.32609918152694,0.0258138425593085
"X174",-0.0106637503736851,-1.53717317397675,0.0229902061677194,0.0299807185340436,100,"Simulation 2",1,100,0.538579,0.256215899054455,0.56765,0.54662,0.3083808,0.0683,0.9338,0.8655,-0.271369206652393,-1.21621678925792,0.0256215899054455
"X175",-0.0594201892422753,-1.53893792613462,0.0242826409058239,0.033002883433623,100,"Simulation 2",1,100,0.486516,0.252073413917534,0.5033,0.48773125,0.33736563,0.0729,0.9081,0.8352,-0.0570021692016657,-1.36624532088465,0.0252073413917534
"X176",0.0212677117658042,-1.4843007162178,0.0249400746807122,0.0322679197030334,100,"Simulation 2",1,100,0.473776,0.257389812894408,0.44895,0.46987625,0.33573477,0.0748,0.9414,0.8666,0.11457851840894,-1.24182450561964,0.0257389812894408
"X177",-0.0277089088909138,-1.52820249828259,0.0262443744298733,0.034909749571989,100,"Simulation 2",1,100,0.54104,0.254505372926555,0.5846,0.547505,0.34225821,0.0919,0.9506,0.8587,-0.143790557093428,-1.39483141765576,0.0254505372926555
"X178",0.00830595923996524,-1.50649122178183,0.028611496632789,0.0343675544915774,100,"Simulation 2",1,100,0.555328,0.273291402578333,0.59175,0.56433125,0.38718099,0.064,0.9392,0.8752,-0.225437960424545,-1.43592399527718,0.0273291402578333
"X179",0.00205223724042618,-1.56437234246084,0.017610133187495,0.0260869405251902,100,"Simulation 2",1,100,0.516645,0.234425045364055,0.4869,0.515465,0.28858809,0.1089,0.9167,0.8078,0.0759708046990081,-1.27377717025727,0.0234425045364055
"X180",0.00699227193141767,-1.52182358846247,0.02860194039527,0.0410624230676803,100,"Simulation 2",1,100,0.51642,0.236561851736432,0.5019,0.5217875,0.26590431,0.0632,0.9237,0.8605,-0.0926222399719793,-1.06559251178797,0.0236561851736432
"X181",-0.00885516296559605,-1.52607058058904,0.0233379180828141,0.03157954619286,100,"Simulation 2",1,100,0.48353,0.250671421819823,0.4905,0.48303875,0.3224655,0.0629,0.9152,0.8523,0.0222014732397766,-1.25276927009894,0.0250671421819823
"X182",0.000728716082715786,-1.5357941337969,0.0206215319360709,0.0288832925052065,100,"Simulation 2",1,100,0.480888,0.243851707412683,0.47855,0.47945,0.30400713,0.0557,0.9293,0.8736,0.0526177597083506,-1.2712206561845,0.0243851707412683
"X183",-0.00644337223403074,-1.52527510704444,0.0252520124340087,0.0326284728137444,100,"Simulation 2",1,100,0.515976,0.260244886663203,0.5456,0.51882625,0.36256983,0.0739,0.9261,0.8522,-0.100599781118553,-1.30850099335318,0.0260244886663203
"X184",-0.0422817047201253,-1.48291951025547,0.0239732048370675,0.0305091060497101,100,"Simulation 2",1,100,0.526502,0.263226731771665,0.56405,0.529585,0.32884068,0.0889,0.9326,0.8437,-0.133090778248955,-1.32008407794589,0.0263226731771665
"X185",0.015523727994625,-1.55727879896932,0.0297919664446206,0.0401669102783756,100,"Simulation 2",1,100,0.496254,0.252982832259784,0.5097,0.49933,0.32676504,0.0806,0.8921,0.8115,-0.0874536766576306,-1.28454405402759,0.0252982832259784
"X186",0.00444103538618363,-1.54565534773709,0.0352079256504373,0.0497061356536484,100,"Simulation 2",1,100,0.475068,0.240889874616866,0.4659,0.467695,0.2980026,0.1023,0.9334,0.8311,0.166353905482007,-1.1093769461409,0.0240889874616866
"X187",-0.0312068330596141,-1.49348162036422,0.0219291422196854,0.027354127057706,100,"Simulation 2",1,100,0.468021,0.270070436489551,0.43805,0.4617475,0.36383004,0.078,0.9188,0.8408,0.169159048432348,-1.43218441426129,0.0270070436489551
"X188",-0.00494337767436031,-1.49839906050078,0.0236371394850178,0.0338726661030512,100,"Simulation 2",1,100,0.459655,0.239127037947987,0.4039,0.45742,0.33054567,0.0637,0.8838,0.8201,0.0819546233496232,-1.37094889026822,0.0239127037947987
"X189",0.00580076291067397,-1.54220863863636,0.0225111843096357,0.0305474696823803,100,"Simulation 2",1,100,0.462571,0.248071962227565,0.44035,0.45608375,0.32817351,0.0817,0.9275,0.8458,0.165246538001602,-1.21263772465708,0.0248071962227565
"X190",-0.00687014484568147,-1.57821481239997,0.0215333021125885,0.0306724091958159,100,"Simulation 2",1,100,0.482005,0.244422799104793,0.46535,0.47973,0.3432219,0.0807,0.9148,0.8341,0.0617847226729056,-1.38631566649373,0.0244422799104793
"X191",0.0232189923659336,-1.5351902835946,0.0281115454054645,0.0376607828408159,100,"Simulation 2",1,100,0.482081,0.253235324221036,0.44835,0.47948,0.31416294,0.0782,0.9428,0.8646,0.105112780673086,-1.30029746815497,0.0253235324221036
"X192",0.0128931939547964,-1.54963278181725,0.0270825049021092,0.037422421366937,100,"Simulation 2",1,100,0.522822,0.249986571186809,0.4912,0.52564625,0.34344429,0.0789,0.9289,0.85,-0.0271860594337634,-1.42794857467134,0.0249986571186809
"X193",0.022577357518783,-1.51708154252155,0.0252082623634811,0.0335264932217196,100,"Simulation 2",1,100,0.562135,0.246203110441174,0.5623,0.5678675,0.34159104,0.0849,0.9402,0.8553,-0.168841292118538,-1.25261837821109,0.0246203110441174
"X194",0.00172857049130418,-1.50102924707866,0.0193151676430046,0.0256961215277349,100,"Simulation 2",1,100,0.508526,0.253160478357148,0.5311,0.512205,0.30978927,0.0529,0.9288,0.8759,-0.122997647176776,-1.21146328558829,0.0253160478357148
"X195",-0.0429911466041395,-1.53077998296557,0.0313632496568966,0.038744887742382,100,"Simulation 2",1,100,0.465577,0.269535749340838,0.4658,0.45947375,0.37257738,0.0745,0.9416,0.8671,0.0727450355683433,-1.42851933478997,0.0269535749340838
"X196",-0.0199660778737028,-1.52632172130354,0.0229035058251137,0.0279294846958879,100,"Simulation 2",1,100,0.458802,0.27457234662528,0.4367,0.448405,0.39177705,0.069,0.9368,0.8678,0.224813331014751,-1.44935835101291,0.027457234662528
"X197",0.0374177872132817,-1.50287753616798,0.0187986499506711,0.026159138728297,100,"Simulation 2",1,100,0.452617,0.24178674511255,0.37695,0.439995,0.26056695,0.0591,0.9166,0.8575,0.407673924602409,-1.07289836918515,0.024178674511255
"X198",0.022842869637277,-1.49567105762305,0.0284696956011968,0.037629008402572,100,"Simulation 2",1,100,0.484277,0.254705092236318,0.4864,0.47977625,0.35545335,0.0807,0.9324,0.8517,0.107109329679123,-1.22607560384803,0.0254705092236318
"X199",0.0402627583959216,-1.51094412249102,0.0221881480554738,0.0272593705867626,100,"Simulation 2",1,100,0.546657,0.268800437505281,0.6021,0.55546375,0.31675749,0.0646,0.9415,0.8769,-0.289866865868505,-1.31617404745257,0.0268800437505281
"X1100",-0.00487820803343241,-1.50993475223256,0.0263282380014063,0.0350841680151205,100,"Simulation 2",1,100,0.497361,0.253718180129613,0.5107,0.495885,0.32669091,0.0776,0.9114,0.8338,0.126346846894513,-1.23367086489395,0.0253718180129613
"X1101",-0.0141830519270046,-1.52142363688641,0.0210319504384325,0.0286145879254868,100,"Simulation 2",1,100,0.534541,0.249476512971146,0.5618,0.53964875,0.34626123,0.0916,0.9524,0.8608,-0.146573818557062,-1.30921533063528,0.0249476512971146
"X1102",0.00286431826768212,-1.53777264824908,0.028186189111868,0.0372390670541415,100,"Simulation 2",1,100,0.543607,0.253531457715833,0.5876,0.5530025,0.30111606,0.0753,0.9243,0.849,-0.261018345162753,-1.22867311725908,0.0253531457715833
"X1103",0.0157341697672351,-1.48233566392066,0.0230553726630017,0.0289539167044745,100,"Simulation 2",1,100,0.460223,0.263543137310066,0.41725,0.4535525,0.32683917,0.0649,0.9254,0.8605,0.203647810871168,-1.28973587389456,0.0263543137310066
"X1104",0.0159248311136668,-1.53375474892308,0.0245980258603066,0.0323942562832193,100,"Simulation 2",1,100,0.508925,0.258574740137883,0.51975,0.5096475,0.36701763,0.0608,0.9047,0.8439,0.0124951190944222,-1.36044789590343,0.0258574740137883
"X1105",-0.00665796903178693,-1.54094364165958,0.0218010295020072,0.029352482896569,100,"Simulation 2",1,100,0.475983,0.253467537440919,0.48465,0.472725,0.35248815,0.0534,0.9228,0.8694,0.07925292483767,-1.37139986765439,0.0253467537440919
"X1106",-0.0169852577137405,-1.46182463647512,0.0190037477952004,0.0242416967506518,100,"Simulation 2",1,100,0.55953,0.260418838051553,0.5925,0.57324375,0.32506005,0.0755,0.9317,0.8562,-0.311053536723885,-1.31784714550811,0.0260418838051553
"X1107",0.0178911863086253,-1.57075472994007,0.0272465473576764,0.0384834083802541,100,"Simulation 2",1,100,0.49405,0.244970336072667,0.47425,0.4942025,0.30697233,0.0896,0.9039,0.8143,0.0328924819530136,-1.28657485834278,0.0244970336072667
"X1108",-0.00929862090441086,-1.48615258502505,0.0225603025324059,0.0287438703800725,100,"Simulation 2",1,100,0.499657,0.265095136440951,0.50925,0.499295,0.3773217,0.0691,0.9291,0.86,0.00556825870560039,-1.39136048820862,0.0265095136440951
"X1109",-0.00128164710347265,-1.53141293233503,0.0218649314733872,0.0296296655150671,100,"Simulation 2",1,100,0.515049,0.252585649238056,0.5679,0.5235175,0.30044889,0.0654,0.9366,0.8712,-0.270238551681376,-1.31431384316827,0.0252585649238056
