"","intercept","slope","seint","seslope","scrubbedn","simulation","mean_p.vars","mean_p.n","mean_p.mean","mean_p.sd","mean_p.median","mean_p.trimmed","mean_p.mad","mean_p.min","mean_p.max","mean_p.range","mean_p.skew","mean_p.kurtosis","mean_p.se"
"X12780",-0.0170186539308745,-1.55597866622364,0.0343284013132385,0.0323801976896296,100,"Simulation 4",1,100,0.447598,0.311374831437169,0.4412,0.43760125,0.44225958,0.0194,0.987,0.9676,0.173439156782336,-1.39743688641659,0.0311374831437169
"X12781",-0.0652757046018379,-1.5013374723487,0.0330844041785899,0.0285460719321066,100,"Simulation 4",1,100,0.55523,0.329604582657904,0.61625,0.56828625,0.41913102,0.0176,0.9855,0.9679,-0.276044493065177,-1.39815205856434,0.0329604582657904
"X12782",0.0231659655511228,-1.53963144032159,0.0317377417609012,0.0301060948797873,100,"Simulation 4",1,100,0.489272,0.312402166368153,0.50285,0.48818625,0.44826411,0.0106,0.9836,0.973,0.017415507177731,-1.42490061347592,0.0312402166368153
"X12783",-0.00987449294552687,-1.51358709238544,0.0342454506250756,0.0290805390806318,100,"Simulation 4",1,100,0.5056,0.343506816129277,0.50035,0.50827125,0.53240166,0.0171,0.983,0.9659,-0.0993827086476882,-1.60722518579331,0.0343506816129277
"X12784",-0.0251300684443237,-1.51714838039858,0.0337238518310985,0.0297581285172774,100,"Simulation 4",1,100,0.542713,0.323380442258578,0.56675,0.5503525,0.44300088,0.0072,0.9881,0.9809,-0.126355649083313,-1.44976614214721,0.0323380442258578
"X12785",0.00243270701363548,-1.52656164264369,0.0341628971993801,0.0300391487035314,100,"Simulation 4",1,100,0.518972,0.33280269584184,0.6038,0.5254925,0.41646234,0.0111,0.9853,0.9742,-0.160070899195566,-1.53694974194947,0.033280269584184
"X12786",-0.0191044399512473,-1.50785216377866,0.0305370414801277,0.027315976197319,100,"Simulation 4",1,100,0.482785,0.327269004471671,0.49385,0.4795975,0.46805682,0.0093,0.9783,0.969,-0.00198623987827096,-1.52290377024816,0.0327269004471671
"X12787",0.0220745623057319,-1.51210471014579,0.0351022629973842,0.0326973574483746,100,"Simulation 4",1,100,0.521101,0.310866473818655,0.48145,0.524505,0.40949412,0.0099,0.9833,0.9734,-0.0523597013201617,-1.3746442337412,0.0310866473818655
"X12788",-0.0299116127403639,-1.48434037201757,0.0281082984772124,0.0241867915236188,100,"Simulation 4",1,100,0.522458,0.333503161640549,0.52015,0.527045,0.49229733,0.0172,0.9865,0.9693,-0.100313679241898,-1.51554143420289,0.0333503161640549
"X12789",-0.0115954666295086,-1.53588455777235,0.0281610898210002,0.0262461775785666,100,"Simulation 4",1,100,0.5238,0.313202280136701,0.59095,0.52993125,0.38043516,0.018,0.986,0.968,-0.209098851633092,-1.36483942193398,0.0313202280136701
"X12790",-0.0895997494819511,-1.52007734899684,0.0388089004431325,0.0325490062984034,100,"Simulation 4",1,100,0.516223,0.34953336016709,0.5822,0.52202625,0.48414303,0.0152,0.9745,0.9593,-0.106180816982116,-1.65428741564413,0.034953336016709
"X12791",0.0434299170097518,-1.6028589425339,0.0420940770358065,0.0458380010817641,100,"Simulation 4",1,100,0.456934,0.286476737723267,0.42675,0.44760125,0.38718099,0.0476,0.9812,0.9336,0.188703674592387,-1.32272962706619,0.0286476737723267
"X12792",-0.0287941006225348,-1.57963227772811,0.0303763536562563,0.0289484449707199,100,"Simulation 4",1,100,0.527079,0.319775145841543,0.54065,0.5339075,0.44604021,0.0321,0.9787,0.9466,-0.161945405215636,-1.51407660263659,0.0319775145841543
"X12793",-0.0461044762955704,-1.5581123957232,0.0291916512949647,0.0267112495145611,100,"Simulation 4",1,100,0.530149,0.327481608858275,0.5878,0.53800375,0.42343056,0.0097,0.9739,0.9642,-0.2388259900424,-1.50346001505136,0.0327481608858275
"X12794",0.0276883967142584,-1.49220018082904,0.0400840234998995,0.0361730162805839,100,"Simulation 4",1,100,0.511419,0.327577392411613,0.5593,0.51467,0.42194796,0.0201,0.9721,0.952,-0.117663738801746,-1.51533783521696,0.0327577392411613
"X12795",0.0516415339520654,-1.5968196665035,0.0360550433486027,0.0331651483606128,100,"Simulation 4",1,100,0.441545,0.323270329186462,0.35285,0.42893125,0.36130962,0.0168,0.9801,0.9633,0.348191587120982,-1.4422239405994,0.0323270329186462
"X12796",0.0160463758179399,-1.53290499824736,0.0263729373561141,0.0244230140146055,100,"Simulation 4",1,100,0.533315,0.320832322666649,0.5323,0.5408525,0.4848102,0.0179,0.9866,0.9687,-0.120625647488363,-1.47463386929624,0.0320832322666649
"X12797",-0.0926506992710277,-1.53806148504648,0.0316584915106726,0.0271503883793411,100,"Simulation 4",1,100,0.545194,0.336786300922245,0.6839,0.5572525,0.37383759,0.0156,0.9896,0.974,-0.302836071599458,-1.48178568856794,0.0336786300922245
"X12798",0.0206405718835429,-1.50889512042058,0.0368432460067249,0.0321994010770289,100,"Simulation 4",1,100,0.532634,0.326839098652656,0.5668,0.54023875,0.49363167,0.0106,0.9849,0.9743,-0.103710606047202,-1.48203138678083,0.0326839098652656
"X12799",-0.0195152324795237,-1.51306950130975,0.0277233856318614,0.026763917574821,100,"Simulation 4",1,100,0.515939,0.308578034233014,0.534,0.517645,0.4091976,0.0228,0.9707,0.9479,-0.0779095331796172,-1.36601378180402,0.0308578034233014
"X12800",-0.0290631773952744,-1.52600912296665,0.0319583356170655,0.0290242386392788,100,"Simulation 4",1,100,0.480006,0.324368580980453,0.51235,0.47816125,0.4929645,0.0119,0.9768,0.9649,-0.014220141287027,-1.50169526779728,0.0324368580980453
"X12801",-0.0162198003077167,-1.5906040332301,0.0382894910786517,0.0350793088796465,100,"Simulation 4",1,100,0.533697,0.321828485425565,0.5494,0.54051,0.42135492,0.0152,0.9771,0.9619,-0.124650647534213,-1.4761350592175,0.0321828485425565
"X12802",0.0665362210246265,-1.57488513220561,0.0378351125758101,0.0331196913563088,100,"Simulation 4",1,100,0.547802,0.332307274435009,0.56405,0.55857625,0.49118538,0.0087,0.9801,0.9714,-0.160388598811237,-1.5355691761957,0.0332307274435009
"X12803",0.0133912857342296,-1.51382705818747,0.0385026008572608,0.0356605148848521,100,"Simulation 4",1,100,0.436282,0.309271356898727,0.36365,0.4218775,0.34967121,0.0206,0.991,0.9704,0.352699002736641,-1.29176314640453,0.0309271356898727
"X12804",0.00385345185547319,-1.54940357719206,0.0361056208946846,0.0319223029591775,100,"Simulation 4",1,100,0.512133,0.325749639582117,0.48965,0.5177425,0.47606286,0.0106,0.9854,0.9748,-0.0607144146004477,-1.45594949026735,0.0325749639582116
"X12805",0.0272156839628761,-1.55902416828851,0.0300118429363118,0.0284451900494542,100,"Simulation 4",1,100,0.489879,0.318103121992243,0.4653,0.48548875,0.48325347,0.0376,0.9823,0.9447,0.107170481539634,-1.45363696899598,0.0318103121992243
"X12806",0.00464225630261637,-1.50681347766252,0.0255280022816752,0.0232664961806326,100,"Simulation 4",1,100,0.447243,0.315918529407872,0.3852,0.4328075,0.37265151,0.0146,0.9893,0.9747,0.381630100024103,-1.26456229016379,0.0315918529407872
"X12807",-0.0170217941733289,-1.60063384658641,0.0417741469605693,0.0405853743803336,100,"Simulation 4",1,100,0.53389,0.309239268776679,0.57455,0.54080875,0.41950167,0.0357,0.993,0.9573,-0.143902264627435,-1.44535532174625,0.0309239268776679
"X12808",0.0620205086116592,-1.52380460015714,0.0277638714455297,0.0253323541949451,100,"Simulation 4",1,100,0.424419,0.321935361381879,0.3742,0.408485,0.41460909,0.0287,0.9754,0.9467,0.306637450223737,-1.44720973676496,0.0321935361381879
"X12809",0.0137071818332513,-1.54637432568486,0.0391759278127314,0.0340606043750926,100,"Simulation 4",1,100,0.570494,0.326436475735952,0.65485,0.58581625,0.42239274,0.022,0.9895,0.9675,-0.278561763708236,-1.44517460333985,0.0326436475735952
"X12810",0.0143580663342755,-1.59670859795501,0.0342608097362046,0.0303186096189116,100,"Simulation 4",1,100,0.517152,0.338135371397165,0.5936,0.5193125,0.50393574,0.0304,0.9859,0.9555,-0.0771019077177813,-1.61804783977587,0.0338135371397165
"X12811",0.0273154681224981,-1.52952726338813,0.0562033547645404,0.0501779917179337,100,"Simulation 4",1,100,0.474848,0.32363232644968,0.44855,0.4684175,0.45819753,0.0197,0.9878,0.9681,0.0694651171988523,-1.48010060378125,0.032363232644968
"X12812",0.00433714570799676,-1.53847403081701,0.0371433499549957,0.0332442099717917,100,"Simulation 4",1,100,0.498876,0.329570646346627,0.4396,0.49934,0.47865741,0.0068,0.9907,0.9839,0.00222887218586939,-1.57181400048,0.0329570646346627
"X12813",0.00114299531975646,-1.54012173621324,0.042833323355018,0.0423072377553306,100,"Simulation 4",1,100,0.554398,0.298897054329528,0.53095,0.5640725,0.41453496,0.0366,0.9887,0.9521,-0.166699495305496,-1.35130278370032,0.0298897054329528
"X12814",-0.0517106202068133,-1.52482358179617,0.0293742949813945,0.0267762182656118,100,"Simulation 4",1,100,0.530764,0.327412594711562,0.5717,0.53714875,0.48518085,0.0173,0.9845,0.9672,-0.129084135206504,-1.53656666063889,0.0327412594711562
"X12815",0.0465479140016985,-1.54421898656521,0.0325553221018748,0.0284849484583098,100,"Simulation 4",1,100,0.50286,0.33676579518722,0.4711,0.5031475,0.51512937,0.026,0.9836,0.9576,0.000335654451380082,-1.57386228349316,0.033676579518722
"X12816",0.0276062152176935,-1.57034051723265,0.0390345340655004,0.0372545736105734,100,"Simulation 4",1,100,0.450976,0.310849331498283,0.39205,0.4409875,0.41535039,0.0153,0.9808,0.9655,0.236216423974092,-1.38011448000322,0.0310849331498283
"X12817",-0.0226695791425144,-1.57422596853964,0.048722478183463,0.0433419576658135,100,"Simulation 4",1,100,0.462952,0.336183836036359,0.45885,0.45813375,0.51283134,0.025,0.9623,0.9373,0.0538025171207438,-1.64953743746648,0.0336183836036359
"X12818",0.028037164838493,-1.52177618166403,0.0315170019151002,0.0283720724710268,100,"Simulation 4",1,100,0.492793,0.326437410046364,0.4827,0.490055,0.47895393,0.01,0.9886,0.9786,0.0569167615210834,-1.53632856918816,0.0326437410046364
"X12819",0.00455515268578799,-1.51166718535798,0.0334372225981719,0.0289990490834022,100,"Simulation 4",1,100,0.476914,0.328619197205089,0.49985,0.47271125,0.48392064,0.0154,0.9855,0.9701,0.0207848459869837,-1.46277490428869,0.0328619197205089
"X12820",0.0447676064057426,-1.57295477224724,0.0407599453565524,0.0371206641070876,100,"Simulation 4",1,100,0.511177,0.326563415301119,0.53295,0.51154375,0.49748643,0.0137,0.9872,0.9735,-0.0455606093859338,-1.51500468845151,0.0326563415301119
"X12821",-0.0162593042974022,-1.56191368947569,0.0344892613383468,0.0315268078259877,100,"Simulation 4",1,100,0.543361,0.314189917761905,0.5719,0.55200375,0.43128834,0.0147,0.9871,0.9724,-0.152285982552815,-1.37408676069608,0.0314189917761905
"X12822",0.0139016599552481,-1.5650079843242,0.0292884698462932,0.0277410096412574,100,"Simulation 4",1,100,0.506662,0.319286638826828,0.50945,0.50739375,0.45671493,0.0288,0.9811,0.9523,-0.0601094541104986,-1.48807202803851,0.0319286638826828
"X12823",0.0116231121470699,-1.55143788958168,0.0293644174564552,0.0285064210226294,100,"Simulation 4",1,100,0.538395,0.303883029189346,0.5333,0.54476,0.37532019,0.0187,0.9897,0.971,-0.112579573395706,-1.30103880687848,0.0303883029189346
"X12824",0.0384323139197755,-1.57624381755523,0.0381576253208498,0.0360873482288064,100,"Simulation 4",1,100,0.461973,0.310355817905966,0.393,0.4531825,0.36168027,0.0235,0.9931,0.9696,0.235618630894799,-1.32587205626357,0.0310355817905965
"X12825",0.0293629377418843,-1.60761263996385,0.0355149447676235,0.0330303284845869,100,"Simulation 4",1,100,0.470597,0.326572050755026,0.44485,0.46170375,0.46383141,0.0277,0.9838,0.9561,0.156606788484179,-1.57794542740118,0.0326572050755026
"X12826",-0.0119090489315438,-1.59454247625492,0.0368970107688811,0.0338154781899469,100,"Simulation 4",1,100,0.509817,0.329577692762521,0.50535,0.514585,0.48458781,0.0178,0.9578,0.94,-0.0917372710462624,-1.56068178948905,0.0329577692762521
"X12827",-0.0267320399531882,-1.60093368594163,0.037397935153328,0.0374139718355147,100,"Simulation 4",1,100,0.53676,0.309115168626108,0.55965,0.54464875,0.42617337,0.0319,0.9663,0.9344,-0.144722359732872,-1.47386623024564,0.0309115168626109
"X12828",0.00790258881460519,-1.55291203106594,0.0455055189961404,0.0408076898240718,100,"Simulation 4",1,100,0.55606,0.322574666010081,0.58425,0.56812125,0.44151828,0.0237,0.9827,0.959,-0.229491287356162,-1.43712851607007,0.0322574666010081
"X12829",-0.0543858310263042,-1.50949333275347,0.0385110239443585,0.0331586495084623,100,"Simulation 4",1,100,0.533876,0.330046687275934,0.5718,0.54107375,0.47821263,0.0107,0.9843,0.9736,-0.12948515155848,-1.46012728728865,0.0330046687275934
"X12830",-0.0114928698647534,-1.55689680463086,0.0388213081629088,0.0354860708230819,100,"Simulation 4",1,100,0.477168,0.32501447734033,0.4602,0.473465,0.44233371,0.0194,0.9783,0.9589,0.0922511596532592,-1.50454204157441,0.032501447734033
"X12831",-0.0666731135994994,-1.56062977523746,0.0393498096992155,0.0347996350467117,100,"Simulation 4",1,100,0.488674,0.326470979612726,0.48835,0.487975,0.4944471,0.0059,0.9704,0.9645,0.0594566754817278,-1.45182350244167,0.0326470979612726
"X12832",-0.0308759594981118,-1.54362494309394,0.029675705664048,0.0275825811213792,100,"Simulation 4",1,100,0.502975,0.321763523610528,0.50475,0.50603625,0.46761204,0.0162,0.9671,0.9509,-0.0340035276511106,-1.49495207717709,0.0321763523610528
"X12833",0.0153082624500644,-1.54654531736917,0.0356884966935829,0.0322333637670688,100,"Simulation 4",1,100,0.451178,0.325647728297703,0.4184,0.440095,0.48288282,0.0119,0.9839,0.972,0.199174940216722,-1.49632294940901,0.0325647728297703
"X12834",0.00425732155746215,-1.51729237555863,0.0261456831357877,0.0237278861842201,100,"Simulation 4",1,100,0.525685,0.324495462723723,0.51205,0.52895,0.45856818,0.0302,0.9798,0.9496,-0.036342741886958,-1.48869159363983,0.0324495462723723
"X12835",-0.0359955623899507,-1.5725798089606,0.0354459656499488,0.0300295211312672,100,"Simulation 4",1,100,0.471485,0.33947453404884,0.43855,0.46394625,0.49882077,0.0206,0.9847,0.9641,0.172882039904117,-1.52019544652243,0.033947453404884
"X12836",0.0108021254005687,-1.53706269824815,0.0284993730967336,0.0271611899201787,100,"Simulation 4",1,100,0.488663,0.316280739203179,0.5115,0.488775,0.45856818,0.0206,0.9879,0.9673,-0.0311860702931706,-1.50828194738368,0.0316280739203179
"X12837",-0.00181593301230709,-1.56453795765852,0.039239556347838,0.0354839409837879,100,"Simulation 4",1,100,0.460368,0.329257088732814,0.42155,0.4521525,0.46642596,0.0254,0.9841,0.9587,0.18639464873788,-1.52489660295565,0.0329257088732814
"X12838",0.0238283860453589,-1.54442119424222,0.031262214239416,0.0309806351476107,100,"Simulation 4",1,100,0.518014,0.302109932837687,0.52085,0.52330875,0.43039878,0.0188,0.9846,0.9658,-0.146144716493445,-1.33863098904651,0.0302109932837687
"X12839",-0.0286622885842109,-1.54861018327725,0.0534913839882266,0.0471527668541405,100,"Simulation 4",1,100,0.411667,0.317002413735513,0.36,0.3936775,0.39333378,0.0095,0.9717,0.9622,0.370370117080049,-1.27966673581909,0.0317002413735513
"X12840",0.0508113751000502,-1.46865399931671,0.0409080820108103,0.0379351755633899,100,"Simulation 4",1,100,0.462127,0.30478392009833,0.4209,0.45856375,0.40230351,0.0085,0.9813,0.9728,0.0989382804582809,-1.32510430884845,0.030478392009833
"X12841",-0.0399146676725118,-1.54290519112488,0.0508293556833066,0.0417065637382734,100,"Simulation 4",1,100,0.466428,0.342945761851225,0.45625,0.4593525,0.50497356,0.0142,0.9841,0.9699,0.0998240639844322,-1.56154590044011,0.0342945761851225
"X12842",0.012732789810228,-1.51977440132271,0.0259022901166102,0.0230834711860105,100,"Simulation 4",1,100,0.518328,0.332028659490762,0.50815,0.52207625,0.48718236,0.0161,0.9869,0.9708,-0.0515412384273323,-1.56547795180156,0.0332028659490762
"X12843",-0.0555186509747208,-1.5458119979659,0.0389099891817144,0.0362111940441037,100,"Simulation 4",1,100,0.544279,0.31085218849141,0.54705,0.55425375,0.41950167,0.0309,0.9914,0.9605,-0.218678934335577,-1.29345206691227,0.031085218849141
"X12844",0.0369798109046853,-1.56091056842219,0.0452853371566325,0.0429865648101635,100,"Simulation 4",1,100,0.478796,0.312227451384371,0.46965,0.47167125,0.42876792,0.0204,0.9861,0.9657,0.127455102004218,-1.41855990152897,0.0312227451384371
"X12845",-0.00597682119960483,-1.51391016950821,0.0452779383022174,0.0386359053301999,100,"Simulation 4",1,100,0.487263,0.334875441838402,0.45535,0.48344875,0.47754546,0.0165,0.9854,0.9689,0.134488606173148,-1.48510491725566,0.0334875441838402
"X12846",0.0180753673344507,-1.57234469364211,0.0341324316514877,0.0335311631723119,100,"Simulation 4",1,100,0.48914,0.310173158546687,0.44995,0.48887875,0.39963483,0.0228,0.9824,0.9596,0.0634596687654988,-1.44991687692139,0.0310173158546687
"X12847",-0.0243461785174908,-1.5375308340384,0.0393084433149677,0.0346058458222387,100,"Simulation 4",1,100,0.484169,0.329276990547533,0.4966,0.48219,0.47984349,0.017,0.9824,0.9654,-0.0297351148896115,-1.49602573494685,0.0329276990547533
"X12848",-0.0248940187230601,-1.58399831049056,0.0352978171536887,0.0332685670664441,100,"Simulation 4",1,100,0.51841,0.315729704275059,0.5181,0.52214125,0.44648499,0.0159,0.9826,0.9667,-0.116297974395449,-1.43147927036697,0.0315729704275059
"X12849",-0.124140666034522,-1.55357738303581,0.105670439557789,0.104658414411303,100,"Simulation 4",1,100,0.487325,0.302843745547389,0.51245,0.48709,0.39125814,0.0176,0.989,0.9714,-0.040692744536548,-1.38386270510504,0.0302843745547389
"X12850",0.0426164109928104,-1.58256459140818,0.0496799105813715,0.0461648929364398,100,"Simulation 4",1,100,0.472804,0.323801739727422,0.3876,0.4652975,0.40363785,0.022,0.9782,0.9562,0.206933127547976,-1.49871927787954,0.0323801739727422
"X12851",0.00604583068603186,-1.52299274518993,0.0391895969664255,0.0349086662245909,100,"Simulation 4",1,100,0.467403,0.325612267549593,0.4348,0.46119125,0.45938361,0.0098,0.9802,0.9704,0.125600904810236,-1.47507071683092,0.0325612267549593
"X12852",0.051086517665415,-1.56313058988575,0.0457680908958215,0.0430669818488097,100,"Simulation 4",1,100,0.550602,0.31577028889605,0.60945,0.56324625,0.40430502,0.0209,0.9891,0.9682,-0.279399221773722,-1.40985407258875,0.031577028889605
"X12853",-0.024679466199013,-1.55327408341511,0.0300324620238599,0.0298315501810543,100,"Simulation 4",1,100,0.482509,0.305251243793328,0.3837,0.4756625,0.40660305,0.0297,0.9904,0.9607,0.178450861982458,-1.41879229361915,0.0305251243793328
"X12854",-0.0750440113804676,-1.5413248704071,0.0345735961569335,0.0319738907128662,100,"Simulation 4",1,100,0.46849,0.318594592299405,0.42405,0.46286375,0.46397967,0.0103,0.9791,0.9688,0.0926301035551047,-1.45777806065219,0.0318594592299405
"X12855",0.0331741010760061,-1.53180185048959,0.0253399169349352,0.0261650765527906,100,"Simulation 4",1,100,0.528903,0.300958978195643,0.53995,0.534205,0.41824146,0.03,0.9761,0.9461,-0.0940537748151737,-1.47224530834484,0.0300958978195643
"X12856",0.0211390123745604,-1.53298404741383,0.040309655340679,0.0355121447696239,100,"Simulation 4",1,100,0.47905,0.330423237161925,0.4846,0.4750475,0.50534421,0.012,0.976,0.964,-0.000127839598077581,-1.51785837924096,0.0330423237161925
"X12857",0.056922284597592,-1.56035963134362,0.0367754516475395,0.0338302603548239,100,"Simulation 4",1,100,0.471061,0.322109168361325,0.4741,0.4647975,0.45337908,0.0094,0.9823,0.9729,0.0947891489961227,-1.50906048378757,0.0322109168361325
"X12858",0.0158652124742661,-1.55035467981509,0.0406870450689565,0.038694389915861,100,"Simulation 4",1,100,0.48449,0.308916782786026,0.44625,0.48194875,0.39718854,0.0153,0.9838,0.9685,0.0872118354364882,-1.36446999532842,0.0308916782786026
"X12859",-0.0315377362747715,-1.56946927004687,0.04155675656519,0.0400113968684468,100,"Simulation 4",1,100,0.488245,0.312756664496328,0.4955,0.48570625,0.41616582,0.0166,0.9801,0.9635,0.00055455718928345,-1.46109352135249,0.0312756664496328
"X12860",0.02603972357478,-1.56425218017324,0.0306298676166609,0.0280752000511057,100,"Simulation 4",1,100,0.548151,0.321422410793968,0.55905,0.55604125,0.47939871,0.0403,0.9892,0.9489,-0.160963994682255,-1.46813212503607,0.0321422410793968
"X12861",-0.00736898063176581,-1.49753905364081,0.0301495570982701,0.028585896929604,100,"Simulation 4",1,100,0.519172,0.309752913937753,0.4764,0.52024375,0.42424599,0.0172,0.9898,0.9726,0.0266342527356168,-1.42504082203826,0.0309752913937753
"X12862",0.00297819969473703,-1.59673316547776,0.0332896913699477,0.0322774067063092,100,"Simulation 4",1,100,0.503959,0.313405643846676,0.5021,0.505675,0.44448348,0.0238,0.9666,0.9428,-0.00294165258863623,-1.45309937650583,0.0313405643846676
"X12863",-0.00131700034682063,-1.55048787926461,0.0369228426007252,0.0327283212525869,100,"Simulation 4",1,100,0.497293,0.336030574383049,0.5295,0.49680375,0.52476627,0.0171,0.9861,0.969,-2.53020626820054e-06,-1.60988941860355,0.0336030574383049
"X12864",0.0311554806968632,-1.55121629636573,0.0524435681310946,0.0454589676507237,100,"Simulation 4",1,100,0.499434,0.331974974479716,0.4933,0.5003875,0.49081473,0.017,0.9837,0.9667,-0.0140183916349727,-1.48896733175808,0.0331974974479716
"X12865",-0.0093860508100992,-1.56109803824394,0.0400878189483632,0.0364746275474911,100,"Simulation 4",1,100,0.463186,0.316936500672589,0.4292,0.45525375,0.41023542,0.0147,0.981,0.9663,0.187776228137623,-1.31791044087015,0.0316936500672589
"X12866",-0.030107421128936,-1.53391126280066,0.0368811768824494,0.0327569840225961,100,"Simulation 4",1,100,0.495441,0.330969235988342,0.45185,0.4960375,0.48636693,0.0197,0.9852,0.9655,0.00558238949016307,-1.55116107726683,0.0330969235988342
"X12867",0.0312515355100648,-1.52656768932685,0.0356661529818555,0.0298749369404187,100,"Simulation 4",1,100,0.551841,0.339038379012516,0.6395,0.56362,0.42305991,0.0113,0.9897,0.9784,-0.260193375011815,-1.51198705853917,0.0339038379012516
"X12868",0.0581428916383961,-1.50278768220675,0.030303692645577,0.0262057194748976,100,"Simulation 4",1,100,0.499324,0.34106239783383,0.48335,0.497435,0.50756811,0.0229,0.9781,0.9552,0.0786449699785353,-1.61735824492067,0.034106239783383
"X12869",-0.012967832058454,-1.55733637862429,0.0336435946805838,0.0307916229462752,100,"Simulation 4",1,100,0.451001,0.322929853062534,0.3697,0.4420575,0.41327475,0.0111,0.9816,0.9705,0.212194264228313,-1.46909842561519,0.0322929853062534
"X12870",0.199898367412432,-1.60149705514147,0.166922776279644,0.155872822741925,100,"Simulation 4",1,100,0.550775,0.320471655052236,0.6382,0.5615525,0.40037613,0.0236,0.9747,0.9511,-0.261414904013627,-1.45285620499201,0.0320471655052236
"X12871",0.0404797631604756,-1.50010230977216,0.0312175293268537,0.0269786994834456,100,"Simulation 4",1,100,0.539497,0.335271126363019,0.56815,0.54659625,0.49289037,0.0211,0.9843,0.9632,-0.101089958330124,-1.56617341005712,0.0335271126363019
"X12872",0.053659276858949,-1.53477826605212,0.0373615820346429,0.0341706680060434,100,"Simulation 4",1,100,0.477208,0.323766308252721,0.43275,0.47185375,0.41156976,0.0147,0.9744,0.9597,0.15732398142354,-1.4753578864713,0.0323766308252721
"X12873",-0.00451496044071891,-1.50950242651885,0.0479577225177971,0.0451398914589864,100,"Simulation 4",1,100,0.530862,0.306727861410822,0.56395,0.5384125,0.38384514,0.0092,0.9848,0.9756,-0.189641808420754,-1.28699858886081,0.0306727861410822
"X12874",0.0544699380615675,-1.57215332641367,0.0362555506919006,0.0313511377330098,100,"Simulation 4",1,100,0.497883,0.340608531496618,0.51,0.49806375,0.50897658,0.0174,0.982,0.9646,0.00137333715864127,-1.62141372982083,0.0340608531496618
"X12875",0.00379616298262146,-1.55847068409139,0.036312287822002,0.0319688693392082,100,"Simulation 4",1,100,0.502268,0.331048810792718,0.50405,0.5024625,0.47480265,0.0114,0.9854,0.974,0.000152618532992466,-1.54516317666607,0.0331048810792718
"X12876",-0.0340749757263598,-1.5132466189528,0.050105376856094,0.0479220806786907,100,"Simulation 4",1,100,0.501151,0.310416349113525,0.48705,0.5024125,0.44025807,0.0141,0.9852,0.9711,0.019528530853697,-1.38946429158494,0.0310416349113525
"X12877",0.0210572910873036,-1.54657017073616,0.0376612176881964,0.0335796558906019,100,"Simulation 4",1,100,0.513616,0.325169372096289,0.54685,0.51686875,0.43343811,0.0163,0.987,0.9707,-0.0758476248527515,-1.4600306786663,0.0325169372096289
"X12878",0.0110563118086237,-1.57738039534866,0.0344916806579577,0.0316929471513819,100,"Simulation 4",1,100,0.49111,0.323459637779936,0.4827,0.48640125,0.46457271,0.0248,0.9879,0.9631,0.0849529778632595,-1.52638339962932,0.0323459637779936
"X12879",0.039463254337146,-1.52781109348062,0.0300418402304941,0.0265074436647862,100,"Simulation 4",1,100,0.456022,0.32525492832546,0.46595,0.4467425,0.46509162,0.0163,0.9824,0.9661,0.170742544567701,-1.41071268877896,0.032525492832546
"X12880",0.0092533584135118,-1.56372035017519,0.0306026284699462,0.0298068801043659,100,"Simulation 4",1,100,0.483262,0.313207195042296,0.47915,0.47993,0.44040633,0.0298,0.9765,0.9467,0.0977906109641924,-1.45873664269562,0.0313207195042296
"X12881",0.0453387562954544,-1.56055966056296,0.041865267344265,0.0376497762657987,100,"Simulation 4",1,100,0.489342,0.328188371684755,0.42445,0.484435,0.45122931,0.0221,0.9829,0.9608,0.152589546463284,-1.52347285321378,0.0328188371684755
"X12882",-0.00200805368354979,-1.57222026479084,0.0277387529804247,0.0250881806259238,100,"Simulation 4",1,100,0.50708,0.332880281510007,0.50595,0.5087475,0.49852425,0.0185,0.9774,0.9589,-0.0226486198909755,-1.60211830775045,0.0332880281510008
"X12883",-0.00511871290720696,-1.48983595378848,0.0329628273714204,0.0318871973415591,100,"Simulation 4",1,100,0.549434,0.303415088622897,0.52795,0.55665,0.43803417,0.0198,0.9893,0.9695,-0.069432024921442,-1.38955642895218,0.0303415088622897
"X12884",0.0340820087618927,-1.58388075386361,0.0389562688524464,0.0360025387399883,100,"Simulation 4",1,100,0.499436,0.325971367807516,0.4631,0.50003625,0.47673003,0.0228,0.9744,0.9516,0.0437062665169141,-1.55335794789462,0.0325971367807516
"X12885",0.0398555359582809,-1.57924813743579,0.0306253196681472,0.0287086787765207,100,"Simulation 4",1,100,0.5255,0.320824351389424,0.54615,0.5299025,0.46568466,0.0165,0.9759,0.9594,-0.0944948151979317,-1.48378778067657,0.0320824351389424
"X12886",-0.0239680439482558,-1.58585589982287,0.0355449803435311,0.0327380533745499,100,"Simulation 4",1,100,0.488465,0.321089733634469,0.43325,0.4849775,0.46605531,0.017,0.9781,0.9611,0.0525705369165988,-1.47326165277212,0.0321089733634469
"X12887",0.0649729940443959,-1.58473355409655,0.0350007669701742,0.0342191671974702,100,"Simulation 4",1,100,0.523382,0.30460466393161,0.5338,0.52681375,0.41038368,0.0236,0.9874,0.9638,-0.0874002085393421,-1.37552077030537,0.030460466393161
"X12888",0.0079522088179484,-1.49470935380927,0.031214602553613,0.0270297853394802,100,"Simulation 4",1,100,0.465103,0.332839832095398,0.43745,0.456845,0.43462419,0.0194,0.9826,0.9632,0.20335670982612,-1.45258581763706,0.0332839832095398
